doi,article_title,keywords,subject_cat_desc,exemplar,cluster_label
10.1016/j.profnurs.2006.06.002,"priorities and challenges of health system chief nursing executives: Insights for nursing educators (Retracted article. See vol. 5, pg. 5, 2007)","executives nursing educators, nursing executives nursing, leaders nursing executives, nursing leaders nursing, nursing executives",Nursing,True,5
10.1016/j.talanta.2017.12.002,Preparation of magnetic mesoporous poly-melamine-formaldehyde composite for efficient extraction of chlorophenols,"magnetic adsorbent extraction, adsorbent extraction chlorophenols, magnetic mesoporous poly, honey sample adsorption, mesoporous poly melamine",Chemistry,True,7
10.1016/j.sigpro.2016.06.027,"Dynamic recovery for block sparse signals (Retracted article. See vol. 141, pg. 228, 2017)","block structured sparsity, structured sparsity bss, sparsity block structured, structured sparsity, algorithms group lasso",Engineering,True,2
10.1016/j.vaccine.2017.11.020,"Association of prior HPV vaccination with reduced preterm birth: A population based study (Retracted article. See vol. 38, pg. 6658, 2020)","prior hpv vaccination, suggesting hpv vaccination, adverse pregnancy outcomes, hpv vaccination effective, hpv vaccination reduced",Immunology,True,8
10.1016/j.rser.2011.11.015,"Regional sustainable water and energy development projects: A case of Southeastern Anatolia Project (GAP) in Turkey (Retracted article. See vol. 83, pg. 173, 2018)","hydroelectric potential turkey, anatolia project gap, country total hydroelectric, potential turkey economically, southeastern anatolia project",Science & Technology - Other Topics,True,1
10.1016/j.powtec.2013.12.053,"Laminar flow and heat transfer of nanofluid between contracting and rotating disks by least square method (Retracted article. See vol. 342, pg. 1017, 2019)","heat transfer nanofluid, viscosity nanofluid calculated, viscosity nanofluid, transfer nanofluid, nanofluid contracting rotating","Engineering, Chemical",True,3
10.1016/j.nonrwa.2009.01.038,Stability and global Hopf bifurcation in a delayed predator-prey system,"delay bifurcation, using delay bifurcation, hopf bifurcations stability, bifurcations occur delay, hopf bifurcation model","Mathematics, Applied",True,3
10.1016/j.orgel.2005.03.010,"Properties of organic light-emitting diodes by aluminum cathodes modification using Ar+ ion beam (Retracted Article. Se vol 8, pg iii, 2007)","diodes oleds aluminum, evaporated al cathodes, oleds aluminum cathodes, emitting diodes oleds, light emitting diodes",Materials Science,True,7
10.1016/j.polymer.2016.05.039,"Enhance the stability and efficiency of perovskite solar cell via gel-type polyurethane (Retracted article. See vol. 120, pg. 272, 2017)","fabrication perovskite solar, perovskite solar cell, process perovskite solar, efficiency perovskite solar, perovskite crystals polyurethane",Polymer Science,True,7
10.1016/j.wear.2009.06.034,"Dry sliding wear behaviour of cast high strength aluminium alloy (Al-Zn-Mg) and hard particle composites (Retracted article. See vol. 450, 2020)","dry sliding wear, sliding wear behaviour, wear rate alloy, sliding wear, sliding wear tests","Materials Science, Multidisciplinary",True,6
10.1016/j.pupt.2013.11.004,Docosahexaenoic acid attenuates hypoxic pulmonary vasoconstriction by activating the large conductance Ca2+-activated K+ currents in pulmonary artery smooth muscle cells,"resistance pulmonary arteries, resistance pulmonary artery, inhibition potassium channels, dha contributes pulmonary, role pulmonary circulation",Respiratory System,True,10
10.1016/j.wavemoti.2018.09.020,"Closed form analytical solution for dispersion of Lamb waves in functionally graded plates (Retracted article. See vol. 103, 2021)","plates transverse inhomogeneity, harmonic lamb waves, waves functionally graded, propagation harmonic lamb, transverse inhomogeneity analyzed","Physics, Multidisciplinary",True,3
10.1016/j.porgcoat.2015.01.008,"Synthesis and characterization of an alkoxy and methacryloxy propyl terminated polydimethylsiloxane for uses in the core-shell latex particles (Retracted article. See vol. 121, pg. 264. 2018)","polyacrylate core polydimethylsiloxane, surface polyacrylate particles, core polydimethylsiloxane shell, polydimethylsiloxane shell, polyacrylate particles","Chemistry, Applied",True,6
10.1016/j.solener.2017.10.059,Periodically patterned micro-cone textures as high-efficiency light harvesting structure for broadband absorption enhancement in thin film silicon solar cells,"film silicon solar, silicon solar cells, silicon solar, sige solar cells, solar energy harvesting",Energy & Fuels,True,7
10.1016/j.radphyschem.2007.09.012,Synthesis of polypropylene fabric with sulfonate groups,"sorption active polypropylene, sorption active polymer, active polypropylene fabric, graft copolymerization, polypropylene fabric",Nuclear Science & Technology,True,6
10.1016/j.vacuum.2015.11.013,"Effect of sintering time on the bending strength and CTE of SiC/Al-35Si composite(Retracted article. See vol.141,pg.329,2017)","35si composite prepared, sic al 35si, sintering time bending, properties obtained sintering, al 35si composite",Physics,True,6
10.1016/j.petrol.2012.04.006,"Pressure transient analysis for multi-fractured horizontal well in shale gas reservoirs (Retracted article. See vol. 117, pg. 54, 2014)","shale gas reservoirs, desorption characteristics shale, pressure transient analysis, characteristics shale gas, gas reservoirs",Engineering,True,3
10.1016/j.phymed.2021.153822,Borneol enhances the protective effect against cerebral ischemia/reperfusion injury by promoting the access of astragaloside IV and the components of Panax notoginseng saponins into the brain,"treatment borneol ast, mechanisms borneol promoting, drugs including borneol, borneol combined ast, ischemic stroke astragaloside",Plant Sciences,True,10
10.1016/j.physb.2019.05.044,"Study of dielectric and optical constants of Benzobis(thiazole)-based copolymer thin films for designing optoelectronic devices (Retracted article. See vol. 612, 2021)","polymer solar cells, acceptor copolymers pbbt, copolymer pbb benzo, polymer film transistors, fullerene polymer solar",Physics,True,7
10.1016/j.sedgeo.2013.03.013,"The influence of sand diameter and wind velocity on sand particle lift-off and incident angles in the windblown sand flux (Retracted article. See vol. 319, pg. 147, 2015)","distribution sand particle, measurement sand particle, wind velocity sand, sand particle lift, probability distribution sand",Geology,True,3
10.1016/j.porgcoat.2008.12.005,"Silicone secondary cross-linked IPN based on poly(vinylacetate-co-hydroxyethyl methacrylate) and SiO2 (Retracted article. See vol. 121, pg. 263. 2018)","thermal properties copolymers, linked interpenetrating polymer, interpenetrating polymer, interpenetrating polymer networks, copolymers investigated optical",Materials Science,True,6
10.1016/j.scienta.2015.12.049,"Drought stress response in long-storage tomatoes: Physiological and biochemical traits(Retracted article.See vol.211,pg.459,2016)","processing tomato cultivar, drought stressed plants, storage tomato landraces, storage tomato, storage tomato traditionally",Agriculture,True,0
10.1016/j.rmed.2020.106210,Targeting MALAT1 and miRNA-181a-5p for the intervention of acute lung injury/acute respiratory distress syndrome,"targeting malat1 mir, malat1 microrna mir, malat1 microrna, targets malat1 mir, rna malat1 microrna",Cardiovascular System & Cardiology,True,10
10.1016/j.psyneuen.2013.10.003,Linking plasma cortisol levels to phenotypic heterogeneity of posttraumatic stress symptomatology,"cortisol levels ptsd, adults ptsd significantly, symptomatology unique ptsd, ptsd significantly lower, ptsd symptoms individuals",Neurosciences & Neurology,True,5
10.1016/j.rser.2016.07.009,"A review disaggregation method in Non-intrusive Appliance Load Monitoring (Retracted article. See vol. 138, 2021)","appliance load monitoring, power consumption appliance, appliance recognition, appliance recognition nialm, intrusive appliance load",Green & Sustainable Science & Technology,True,2
10.1016/j.renene.2009.08.024,"A low cost wireless data acquisition system for weather station monitoring (Retracted article. See vol. 85, pg. 1425, 2016)","weather station monitoring, wireless data acquisition, sensors measuring meteorological, development wireless data, station monitoring described",Energy & Fuels,True,2
10.1016/j.sigpro.2013.01.002,Use of upper triangular matrix tracking for complexity reduction in a linear ZF MIMO system,"decomposition qr equalization, qr decomposition algorithm, qr equalization method, qr decomposition computationally, channel inversion mimo","Engineering, Electrical & Electronic",True,2
10.1016/j.yexmp.2020.104529,Low-expressed GAS5 injure myocardial cells and progression of chronic heart failure via regulation of miR-223-3P,"lncrna gas5 chf, lncrna gas5, expression gas5 mir, situation lncrna gas5, gas5 mir",Pathology,True,10
10.1016/j.ultsonch.2013.12.006,Size-controlled spherical polymer nanoparticles: Synthesis with tandem acoustic emulsification followed by soap-free emulsion polymerization and one-step fabrication of colloidal crystal films of various colors,"solvent polymerized nanoparticle, emulsion polymerization, free emulsion polymerization, emulsion polymerization new, controlled polymer nanoparticles","Chemistry, Multidisciplinary",True,6
10.1016/j.tsf.2013.08.068,"Structural, morphological, optical and photoluminescence properties of HfO2 thin films (Retracted article. See vol. 665, pg. 198, 2018)","nanocrystalline monoclinic hfo2, monoclinic hfo2 films, monoclinic hfo2 crystalline, hfo2 films optical, hfo2 crystalline size","Materials Science, Coatings & Films",True,7
10.1016/j.physe.2018.04.019,"Optical properties of two-dimensional GaS and GaSe monolayers (Retracted article. See vol. 139, 2022)","gase monolayers investigated, gas gase monolayers, comparative gase monolayer, gase monolayers, gase monolayer",Science & Technology - Other Topics,True,7
10.1016/j.yexmp.2019.104327,Propofol weakens hypoxia-aroused apoptosis and autophagy via elevating microRNA-137 in neurocytes,"propofol elevated mir, propofol weakened apoptosis, influences propofol hypoxia, propofol hypoxia induced, impacts propofol hypoxia",Pathology,True,10
10.1016/j.otsr.2017.05.013,"Ankle-hindfoot after calcaneal fractures: A biomechanical study (Retracted article. See vol. 104, pg. 547, 2018)","calcaneus morphology ankle, ankle hindfoot biomechanics, biomechanics ankle hindfoot, normal biomechanics ankle, biomechanics ankle",Orthopedics,True,4
10.1016/j.transproceed.2010.02.035,"Effect of Pretransplantation Hemoglobin Blood Concentration on Renal Allograft Survival and Function (Retracted article. See vol. 45, pg. 2858, 2013)","pretransplantation hemoglobin hb, effect pretransplantation hemoglobin, pretransplantation hemoglobin, outcome kidney transplantation, indications kidney transplantation",Immunology,True,9
10.1016/j.renene.2018.04.035,Graphene supported magnetically separable solid acid catalyst for the single step conversion of waste cooking oil to biodiesel,"vegetable oils biodiesel, oils biodiesel, wco biodiesel achieved, biodiesel production waste, oils biodiesel typically",Green & Sustainable Science & Technology,True,7
10.1016/j.palaeo.2014.06.022,"Pattern and timing of the Early Jurassic calcareous nannofossil crisis (Retracted article. See vol. 435, pg. 283, 2015)","seawater palaeotemperature carbon, biocalcification crisis seawater, recovery carbonate nannoplankton, palaeotemperature carbon isotope, carbonate nannoplankton lasted",Physical Geography,True,1
10.1016/j.physe.2019.113633,"Numerical modelling of free convection in a symmetrical cone using MRT LB model combined with experimental properties of TiO2-water (Retracted article. See vol. 129, 2021)","simulation free convection, convection flow heat, free convection flow, convection flow, simulate flow temperature","Physics, Condensed Matter",True,3
10.1016/j.yjmcc.2007.08.022,"Role of glutaredoxin-1 in cardioprotection: An insight with Glrx1 transgenic and knockout animals (Retracted article. See vol. 53, pg. 745, 2012)","cardioprotection redox signaling, signaling ischemic myocardium, redox signaling ischemic, glrx1 cardioprotection redox, cardioprotection redox",Cell Biology,True,10
10.1016/j.patcog.2010.11.017,"A framework with modified fast FCM for brain MR images segmentation (Retracted article. See vol. 47, pg. 3979, 2014)","mr image segmentation, mr images segmentation, segmentation brain magnetic, brain mr images, images segmentation proposed","Computer Science, Artificial Intelligence",True,2
10.1016/j.vaccine.2013.03.066,"Development of live attenuated Streptococcus agalactiae as potential vaccines by selecting for resistance to sparfloxacin (Retracted article. See vol. 34, pg. 4642, 2016)","sparfloxacin resistant agalactiae, isolates streptococcus agalactiae, resistant agalactiae isolates, isolates nile tilapia, agalactiae isolates provided","Medicine, Research & Experimental",True,8
10.1016/j.patrec.2004.02.009,"Least-squares fitting for deformable superquadric model based on orthogonal distance (Retracted Article. See vol 26, pg 685, 2005)","geometric fitting algorithm, geometric fitting, squares fitting minimizes, propose geometric fitting, fitting minimizes squares","Computer Science, Artificial Intelligence",True,2
10.1016/j.oceaneng.2015.06.001,An autonomous underwater vehicle docking system based on optical guidance,"autonomous underwater vehicle, detect light dock, docking based optical, underwater vehicle auv, autonomous underwater",Engineering,True,2
10.1016/j.socscimed.2013.06.005,Structural stigma and all-cause mortality in sexual minority populations,"health stigmatized studies, stigma prejudice social, stigma interpersonal events, health stigmatized, stigmatized studies addressed","Public, Environmental & Occupational Health",True,5
10.1016/j.surfcoat.2014.06.070,"2-Tetrazene derivatives as new energetic materials, synthesis, characterization and energetic properties","oxidation dimethylhydrazine aqueous, oxidation dimethylhydrazine, dimethylhydrazine aqueous monochloramine, dimethylhydrazine aqueous, tetrazenium chloride salt","Physics, Applied",True,7
10.1016/j.rser.2015.12.175,"Survey of the most influential parameters on the wind farm net present value (NPV) by adaptive neuro-fuzzy approach (Retracted article. See vol. 83, pg. 177, 2018)","wind farm parameters, wind farm modeling, wind farm efficiency, maximize wind farm, optimal wind turbine",Science & Technology - Other Topics,True,2
10.1016/j.socscimed.2011.06.045,Deservingness to state health services for South-South migrants: A preliminary study of Costa Rican providers' views,"undocumented nicaraguan migrants, migrants costa rica, services undocumented nicaraguan, services undocumented migrants, health services migrants","Public, Environmental & Occupational Health",True,5
10.1016/j.plantsci.2006.05.006,"Production of transgenic orchardgrass via Agrobacterium-mediated transformation of seed-derived callus tissues (Retracted article. See vol. 198, pg. 110, 2013)","generation transgenic orchardgrass, transgenic orchardgrass, transgenic orchardgrass containing, orchardgrass containing genes, agrobacterium mediated genetic",Biochemistry & Molecular Biology,True,0
10.1016/j.pharep.2018.04.006,MiR-137 suppresses tumor growth and metastasis in clear cell renal cell carcinoma,"renal cell carcinoma, mir 137 cell, mir 137 enhances, confirms mir 137, effects mir 137",Pharmacology & Pharmacy,True,11
10.1016/j.solener.2018.05.003,"Risk-assessment of photovoltaic-wind-battery-grid based large industrial consumer using information gap decision theory (Retracted article. See vol. 217, pg. 399, 2021)","cost demand response, consumer cost demand, energy procurement problem, consumer costs risk, electricity consumer",Energy & Fuels,True,2
10.1016/j.orcp.2020.07.002,Obesity and mortality of COVID-19. Meta-analysis,"obesity mortality covid, obesity risk factor, mortality covid 19, covid 19 mortality, obesity risk",Nutrition & Dietetics,True,8
10.1016/j.oceaneng.2014.02.028,Potential impacts of the Brunei Slide tsunami over East Malaysia and Brunei Darussalam,"landslide generated tsunami, tsunami submarine landslide, inclined plane tsunami, tsunami generation model, propagation tsunami assess",Oceanography,True,1
10.1016/j.physb.2017.08.054,Electronic structure of novel GaS/GaSe heterostructures based on GaS and GaSe monolayers,"gase heterostructures band, gase novel heterostructures, gas gase heterostructures, gase heterostructures, gase heterostructures unprecedented",Physics,True,7
10.1016/j.surge.2012.04.001,"Bone graft substitutes: What are the options? (Retracted article. See vol. 11, pg. 115, 2013)","bone graft substitutes, substitutes autologous bone, bone grafting alternatives, bone grafting materials, bone regeneration",Surgery,True,4
10.1016/j.vacuum.2015.06.031,"Influence of sintering temperature on the mechanical properties and thermal expansion of SiCp/Al-30Si composites(Retracted article. See vol.141,pg.328,2017)","sic particle reinforced, 30si sic particle, reinforced al 30si, 30si alloy matrix, sintering temperature size",Materials Science,True,6
10.1016/j.renene.2016.06.035,"Active robust optimization for wind integrated power system economic dispatch considering hourly demand response (Retracted article. See vol. 125, pg. 1061, 2018)","demand economic dispatch, robust optimization dispatch, robustness dispatch strategies, economic dispatch, optimization dispatch",Energy & Fuels,True,2
10.1016/j.porgcoat.2011.10.007,Synthesis and characterization of an acrylate-containing siliconized epoxy hybrid oligomer and its emulsion copolymerization with vinyl acetate/2-ethylhexylacrylate monomers,"thermal properties copolymers, siepac emulsion copolymerization, properties copolymers studied, copolymers studied using, copolymers studied","Chemistry, Applied",True,6
10.1016/j.yjmcc.2007.08.021,"Overexpression of glutaredoxin-2 reduces myocardial cell death by preventing both apoptosis and necrosis (Retracted article. See vol. 53, pg. 744, 2012)","mitochondrial glrx2 cardioprotection, hearts glrx2 transgenic, human mitochondrial glrx2, mitochondrial glrx2 downstream, mitochondrial glrx2",Cell Biology,True,10
10.1016/j.patrec.2011.10.020,Application of Bayes linear discriminant functions in image classification,"statistical image classification, pixel classifiers, image classification usually, information pixel classifiers, pixel classifiers approach",Computer Science,True,2
10.1016/j.omtn.2019.10.037,miR-135a Inhibits the Invasion and Migration of Esophageal Cancer Stem Cells through the Hedgehog Signaling Pathway by Targeting Smo,"mir 135a inhibited, cells expression mir, microrna 135a mir, cancer stem cells, inhibitors mir 135a","Medicine, Research & Experimental",True,11
10.1016/j.rvsc.2014.03.010,Sequence variability in the structural protein-encoding region of foot-and-mouth disease virus serotype A and O of Ethiopian isolates,"serotype fmd ethiopian, fmd ethiopian isolates, serotypes isolates, conserved serotypes isolates, serotypes isolates hypervariable",Veterinary Sciences,True,8
10.1016/j.vaccine.2014.06.061,"Modified Newcastle disease virus vectors expressing the H5 hemagglutinin induce enhanced protection against highly pathogenic H5N1 avian influenza virus in chickens (Retracted article. See vol. 39, pg. 775, 2021)","chickens vaccine vectors, vaccine vectors h5n1, chickens vaccine, developed vaccine vectors, evaluation chickens vaccine",Research & Experimental Medicine,True,8
10.1016/j.yjmcc.2007.02.010,"Ischemic preconditioning involves dual cardio-protective axes with p38MAPK as upstream target (Retracted article. See vol. 53, pg. 743, 2012)","kinase mk2 ischemic, kinase p38mapk signaling, receptor kinase p38mapk, protein kinase p38mapk, kinase p38mapk downstream",Cell Biology,True,10
10.1016/j.powtec.2017.09.026,Enhanced photocatalytic activity of La and N co-doped TiO2/diatomite composite,"pollutants photocatalyst tio2, photocatalyst tio2 photoactivity, photocatalyst tio2, diatomite tio2 studied, visible light photocatalytic","Engineering, Chemical",True,7
10.1016/j.omtn.2019.06.003,"LINC00472 Acts as a Tumor Suppressor in NSCLC through KLLN-Mediated p53-Signaling Pathway via MicroRNA-149-3p and MicroRNA-4270 (Retracted article. See vol. 28, pg. 597, 2022)","nsclc cells mir, rna 472 linc00472, lung cancer nsclc, regulatory mirnas genes, non coding rnas",Research & Experimental Medicine,True,11
10.1016/j.tsf.2016.09.035,An experimental investigation of the effects of nanoparticles on the mechanical properties of epoxy coating,"nanoparticles epoxy coating, nanoparticles epoxy, epoxy polyamid coating, adhesion epoxy resin, epoxy coating","Materials Science, Multidisciplinary",True,6
10.1016/j.specom.2021.04.002,Multi-channel adaptive loudness compensation algorithm based on noise tracking in digital hearing aids,"adaptive loudness compensation, compensation speech enhancement, speech enhancement based, loudness compensation speech, loudness compensation algorithms","Computer Science, Interdisciplinary Applications",True,2
10.1016/j.renene.2014.10.072,New Australian NEM transmission use of system charging methodologies for integrating renewable generation to existing grid,"transmission pricing methodologies, transmission pricing methods, charging methodologies australian, enhanced transmission pricing, transmission pricing",Green & Sustainable Science & Technology,True,2
10.1016/j.sna.2016.08.013,"Impinging jets controlled by fluidic input signal (Retracted article. See vol. 276, pg. 346, 2018)","nozzle heating purpose, developing nozzle heating, nozzle heating, impinging jets effective, developing nozzle",Instruments & Instrumentation,True,3
10.1016/j.pnucene.2014.02.004,Subchannel analysis of TiO2 nanofluid as the coolant in VVER-1000 reactor,"tio2 nanofluid coolant, tio2 nanofluid, behavior tio2 nanofluid, thermal hydraulic behavior, nanofluid coolant hot",Nuclear Science & Technology,True,3
10.1016/j.tsf.2010.12.121,Advances in colloidal quantum dot solar cells: The depleted-heterojunction device,"colloidal quantum dots, colloidal quantum dot, dot cqd photovoltaics, pbs colloidal quantum, quantum dots enabling","Physics, Condensed Matter",True,7
10.1016/j.rapm.2005.10.014,"The effect of cyclooxygenase-2 inhibition on acute and chronic donor-site pain after spinal-fusion surgery (Retracted article. See vol. 34, pg. 184, 2009)","pain spinal fusion, postoperative pain management, pain postoperative, postoperative pain, cyclooxygenase cox surgery",Anesthesiology,True,4
10.1016/j.surfcoat.2019.04.014,Anticorrosive behaviors of phosphatized carbon steel in hot-dry-rock geothermal water,"ultrasonic phosphate coating, zinc phosphate coatings, phosphate coating, phosphate coatings, ultrasonic phosphate","Physics, Applied",True,6
10.1016/j.scs.2018.01.032,"Energy management and control policies of the islanded microgrids (Retracted article. See vol. 65, 2021)","microgrid mg islanded, droop parameters microgrid, parameters microgrid, parameters microgrid mg, microgrid",Energy & Fuels,True,2
10.1016/j.phycom.2019.100910,Toward emergency rescue: A template-matching-based orientation algorithm using human occlusion error model,"matching based orientation, locator based orientation, based orientation algorithm, template matching algorithms, typical template matching",Engineering,True,2
10.1016/j.solener.2015.12.036,"A hybrid grid connected PV battery energy storage system with power quality improvement (Retracted Article. See vol 139, pg A1, 2016)","photovoltaic pv energy, hybrid energy storage, pv energy fast, solar photovoltaic, photovoltaic pv",Energy & Fuels,True,2
10.1016/j.rinp.2018.06.044,"Detection of eccentricity fault based on vibration in the PMSM (Retracted article. See vol. 22, 2021)","motors static eccentricity, dynamic eccentricity rotor, eccentricity rotor, synchronous motors static, frequency dynamic eccentricity","Physics, Multidisciplinary",True,2
10.1016/j.omtn.2019.10.007,"Silencing Long Non-coding RNA LINC01224 Inhibits Hepatocellular Carcinoma Progression via MicroRNA-330-5p-Induced Inhibition of CHEK1 (Retracted article. See vol. 28, pg. 636, 2022)","hepatocellular carcinoma hcc, hcc downstream microrna, hcc cells mir, chek1 upregulated mir, hepatocellular carcinoma",Research & Experimental Medicine,True,11
10.1016/j.omtn.2019.10.036,"Kcnq1ot1/miR-381-3p/ETS2 Axis Regulates Inflammation in Mouse Models of Acute Respiratory Distress Syndrome (Retracted article. See vol. 28, pg. 588, 2022)","pathogenesis acute respiratory, lung function neutrophil, ets2 axis inflammation, inflammatory response lps, inflammatory response","Medicine, Research & Experimental",True,10
10.1016/j.rser.2013.10.025,"Effect of thermal annealing on P3HT:PCBM bulk-heterojunction organic solar cells: A critical review (Retracted article. See vol. 43, pg. 1468, 2015)","organic solar cells, heterojunction organic solar, principles organic photovoltaic, organic photovoltaic, performance organic solar",Energy & Fuels,True,7
10.1016/j.pmrj.2018.07.005,Test-Retest Reliability of Dynamic Balance Performance-Based Measures Among Adults With a Unilateral Lower-Limb Amputation,"balance measures adults, balance tests best, balance measures evaluated, reliability balance tests, balance tests",Sport Sciences,True,4
10.1016/j.seares.2014.04.007,Mineralogy and geochemistry of authigenic carbonates from the Gulf of Cadiz,"gulf cadiz sedimentary, cadiz sedimentary, geochemical characterizations carbonates, cadiz sedimentary wedge, methane shallow sediments",Marine & Freshwater Biology,True,1
10.1016/j.physa.2015.03.009,"Lattice Boltzmann Method for simulation of magnetic field effect on hydrothermal behavior of nanofluid in a cubic cavity (Retracted article. See vol. 519, pg. 326, 2019)","thermal conductivity nanofluid, nanofluid flow convective, nanofluid flow, effect nanofluid flow, conductivity nanofluid effects",Physics,True,3
10.1016/j.virusres.2018.11.013,"Evaluation of imidazole and its derivative against Newcastle disease virus infection in chicken: A drug repurposing approach (Retracted article. See vol. 299, 2021)","developing antiviral therapeutics, used developing antiviral, antiviral therapeutics, developing antiviral, drug produced antiviral",Virology,True,8
10.1016/j.porgcoat.2011.08.003,Synthesis and characterization of two new vinyl groups containing alkoxysilanes and their uses in the vinyl acetate/2-ethylhexylacrylate copolymer latexes,"vinyl containing alkoxysilanes, alkoxysilanes trimethoxysilyl propylthiomethacrylate, incorporation alkoxysilanes latex, containing alkoxysilanes trimethoxysilyl, containing alkoxysilane triethoxyvinylsilane","Chemistry, Applied",True,6
10.1016/j.omega.2007.01.004,"Information distortion in a supply chain and its mitigation using soft computing approach (Retracted article. See vol. 40, pg. 502, 2012)","adaptive neuro fuzzy, fuzzy logic controller, neuro fuzzy inference, chain tuning fuzzy, fuzzy logic theory",Management,True,2
10.1016/j.paid.2020.109813,"No glove, no love: General intelligence predicts increased likelihood of condom use in response to HIV threat","condoms study individuals, condoms study, issues predictor condom, condoms sexual, sti hiv implications","Psychology, Social",True,5
10.1016/j.prp.2018.07.001,"The function of long non-coding RNA MT1JP in the development and progression of gastric cancer (Retracted article. See vol. 216, 2020)","lncrnas pathogenesis gastric, mechanisms lncrnas pathogenesis, lncrnas pathogenesis, lncrnas regulate gene, apoptosis mechanisms lncrnas",Pathology,True,11
10.1016/j.petrol.2020.108234,"The increased viscosity effect for fracturing fluid imbibition in shale formation (Retracted article. See vol. 208, 2022)","viscosity water shale, viscosity pores shale, confined hydrophilic nanopores, fluid flow shale, water shale formations",Engineering,True,3
10.1016/j.porgcoat.2012.09.008,"Synthesis, characterization and copolymerization of two novel imide ring and silane containing vinylic macromonomers with styrene/butyl acrylate","thermal properties copolymers, properties copolymers studied, copolymers studied using, copolymers studied, copolymers investigated",Chemistry,True,6
10.1016/j.omtn.2019.11.030,"Silencing lncRNAs PVT1 Upregulates miR-145 and Confers Inhibitory Effects on Viability, Invasion, and Migration in EC (Retracted article. See vol. 26, pg. 1200, 2021)","mir 145 tumor, targeting microrna 145, microrna 145 mir, rna lncrna plasmacytoma, inhibiting lncrna pvt1","Medicine, Research & Experimental",True,11
10.1016/j.plantsci.2010.06.015,"Redox regulation of the glutathione reductase/iso-glutaredoxin system in germinating pea seed exposed to cadmium (Retracted article. See vol. 188, pg. 111, 2012)","protein levels cadmium, photoautotrophic metabolism seedlings, effect cadmium pea, metabolism seedlings pea, cadmium pea seed",Biochemistry & Molecular Biology,True,0
10.1016/j.virusres.2004.02.022,"The NS1 gene of H5N1 influenza viruses circumvents the host anti-viral cytokine responses (Retracted Article. See vol 149, pg 133, 2010)","virulence h5n1 influenza, h5n1 influenza viruses, lethal h5n1 influenza, h5n1 influenza, human h1n1 influenza",Virology,True,8
10.1016/j.tca.2014.05.017,"Thermodynamics of the nickel, cobalt and zinc removal from ethanolic solution by p-aminobenzoic acid intercalated on layered calcium phosphate (Retracted article. See vol. 627, pg. 91, 2016)","cavity leaching adsorption, adsorption isotherms ethanol, leaching adsorption, leaching adsorption isotherms, adsorption capacities","Chemistry, Physical",True,7
10.1016/j.rinp.2017.02.001,"Growth and characterization of carbon nanotubes and zinc oxide nanocomposite with the PECVD technique (Retracted article. See vol. 23, 2021)","nanotube zinc oxide, carbon nanotube zinc, cnt zno nanocomposite, nanotube zinc, zno nanocomposite","Materials Science, Multidisciplinary",True,7
10.1016/j.omtn.2019.11.037,circRASSF2 Acts as ceRNA and Promotes Papillary Thyroid Carcinoma Progression through miR-1178/TLR4 Signaling Pathway,"microarray analysis circrna, analysis circrna microarray, circrna microarray, circular rnas circrnas, rnas circrnas",Research & Experimental Medicine,True,11
10.1016/j.yexcr.2017.08.021,"MicroRNA-21 suppresses ox-LDL-induced human aortic endothelial cells injuries in atherosclerosis through enhancement of autophagic flux: Involvement in promotion of lysosomal function (Retracted article. See vol. 369, pg. 177, 2018)","contribute development atherosclerosis, involved atherosclerosis, mir 21 oxidized, development atherosclerosis recently, development atherosclerosis",Oncology,True,10
10.1016/j.resuscitation.2011.10.016,Regional cerebral oxygen saturation on hospital arrival is a potential novel predictor of neurological outcomes at hospital discharge in patients with out-of-hospital cardiac arrest,"neurological outcomes hospital, hospital arrival neurological, neurological outcome hospital, arrival neurological outcomes, hospital arrival rso",Emergency Medicine,True,9
10.1016/j.physleta.2019.03.027,"Co-thickness and oxidation states effect on magnetic anisotropy in Co/MgO heterostructure (Retracted article. See vol. 383, 2019)","constant mgo heterostructure, interfacial spin magnetic, mgo heterostructure studied, oxidations interfacial mgo, calculations interfacial spin","Physics, Multidisciplinary",True,7
10.1016/j.rser.2015.04.166,"Artificial neural networks applications in wind energy systems: a review (Retracted article. See vol. 84, pg. 173, 2018)","neural networks wind, neural network applications, artificial neural network, networks wind energy, neural networks used",Energy & Fuels,True,2
10.1016/j.oceaneng.2015.08.020,The resistance of ice breaking ship using the regression analysis of model tests,"ship ice resistance, ice breaking ships, ice resistance prediction, estimate ship ice, resistance prediction ice","Engineering, Marine",True,3
10.1016/j.porgcoat.2010.09.015,Synthesis and characterization of new polysiloxane bearing vinylic function and its application for the preparation of poly (silicone-co-acrylate)/montmorillonite nanocomposite emulsion,"silicone acrylate emulsion, nanocomposite emulsion poly, nanocomposite emulsion prepared, nanocomposite emulsions characterized, nanocomposite emulsion containing",Chemistry,True,6
10.1016/j.otsr.2021.102971,Flexor Digitorum Superficialis tendon transfer for a long-standing boutonniere deformity finger - a retrospective study of 11 cases,"slip reconstruction chronic, superficialis tendon transfer, tendon transfer extensor, slip fds tendon, tendon transfer",Surgery,True,4
10.1016/j.npep.2008.08.004,S14G-Humanin ameliorates A beta 25-35-induced behavioral deficits by reducing neuroinflammatory responses and apoptosis in mice,"neuroinflammatory responses apoptosis, associated neuroinflammation apoptosis, neuroinflammation apoptosis increasingly, effects hng neuroinflammatory, neuroinflammation apoptosis",Neurosciences,True,10
